,mnemonics,description,units,label
452,rhos,short spacing bulk density,gram per cubic centimeter,bulk density
453,rhos,short spacing bulk density,kg/m3,bulk density
454,rhos,short spacing bulk density,kilogram per cubic meter,bulk density
455,rhoz,standard resolution formation density,g/cm3,density porosity
456,rhoz,standard resolution formation density,gram per cubic centimeter,density porosity
457,rhoz,standard resolution formation density,kg/m3,density porosity
458,rhoz,standard resolution formation density,kilogram per cubic meter,density porosity
459,rhl,long-spaced bulk density,g/cm3,bulk density
460,rhl,long-spaced bulk density,gram per cubic centimeter,bulk density
461,rhl,long-spaced bulk density,kg/m3,bulk density
462,rhl,long-spaced bulk density,kilogram per cubic meter,bulk density
463,rhs3,short-spaced ss2 bulk density,g/cm3,bulk density
464,rhs3,short-spaced ss2 bulk density,gram per cubic centimeter,bulk density
465,rhs3,short-spaced ss2 bulk density,kg/m3,bulk density
466,rhs3,short-spaced ss2 bulk density,kilogram per cubic meter,bulk density
467,rhs4,short-spaced ss1 bulk density,g/cm3,bulk density
468,rhs4,short-spaced ss1 bulk density,gram per cubic centimeter,bulk density
469,rhs4,short-spaced ss1 bulk density,kg/m3,bulk density
470,rhs4,short-spaced ss1 bulk density,kilogram per cubic meter,bulk density
471,dphi_dol,density porosity (matrix dolomite),%,density porosity
472,dphi_dol,density porosity (matrix dolomite),percent,density porosity
473,dphi_dol,density porosity (matrix dolomite),ft3/ft3,density porosity
474,dphi_dol,density porosity (matrix dolomite),cubic foot per cubic foot,density porosity
475,dphi_dol,density porosity (matrix dolomite),m3/m3,density porosity
476,dphi_dol,density porosity (matrix dolomite),cubic meter per cubic meter,density porosity
477,dphi_dol,density porosity (matrix dolomite),pu,density porosity
478,dphi_dol,density porosity (matrix dolomite),porosity unit,density porosity
479,dphi_lim,density porosity (matrix limestone),%,density porosity
480,dphi_lim,density porosity (matrix limestone),percent,density porosity
481,dphi_lim,density porosity (matrix limestone),ft3/ft3,density porosity
482,dphi_lim,density porosity (matrix limestone),cubic foot per cubic foot,density porosity
483,dphi_lim,density porosity (matrix limestone),m3/m3,density porosity
484,dphi_lim,density porosity (matrix limestone),cubic meter per cubic meter,density porosity
485,dphi_lim,density porosity (matrix limestone),pu,density porosity
486,dphi_lim,density porosity (matrix limestone),porosity unit,density porosity
487,dphl,density porosity from robl,%,density porosity
488,dphl,density porosity from robl,percent,density porosity
489,dphl,density porosity from robl,ft3/ft3,density porosity
490,dphl,density porosity from robl,cubic foot per cubic foot,density porosity
491,dphl,density porosity from robl,m3/m3,density porosity
492,dphl,density porosity from robl,cubic meter per cubic meter,density porosity
493,dphl,density porosity from robl,pu,density porosity
494,dphl,density porosity from robl,porosity unit,density porosity
495,dpls,long spacing dead time pulse countrate,1/s,density porosity
496,dpls,long spacing dead time pulse countrate,items per second,density porosity
497,hdph_dol,hires density porosity (matrix dolomite),%,density porosity
498,hdph_dol,hires density porosity (matrix dolomite),percent,density porosity
499,hdph_dol,hires density porosity (matrix dolomite),ft3/ft3,density porosity
500,hdph_dol,hires density porosity (matrix dolomite),cubic foot per cubic foot,density porosity
501,hdph_dol,hires density porosity (matrix dolomite),m3/m3,density porosity
502,hdph_dol,hires density porosity (matrix dolomite),cubic meter per cubic meter,density porosity
503,hdph_dol,hires density porosity (matrix dolomite),pu,density porosity
504,hdph_dol,hires density porosity (matrix dolomite),porosity unit,density porosity
505,hdph_lim,hires density porosity (matrix limestone),%,density porosity
506,hdph_lim,hires density porosity (matrix limestone),percent,density porosity
507,hdph_lim,hires density porosity (matrix limestone),ft3/ft3,density porosity
508,hdph_lim,hires density porosity (matrix limestone),cubic foot per cubic foot,density porosity
509,hdph_lim,hires density porosity (matrix limestone),m3/m3,density porosity
510,hdph_lim,hires density porosity (matrix limestone),cubic meter per cubic meter,density porosity
511,hdph_lim,hires density porosity (matrix limestone),pu,density porosity
512,hdph_lim,hires density porosity (matrix limestone),porosity unit,density porosity
513,hflc,aps high resolution near/far corrected limestone porosity,%,density porosity
514,hflc,aps high resolution near/far corrected limestone porosity,percent,density porosity
515,hflc,aps high resolution near/far corrected limestone porosity,ft3/ft3,density porosity
516,hflc,aps high resolution near/far corrected limestone porosity,cubic foot per cubic foot,density porosity
517,hflc,aps high resolution near/far corrected limestone porosity,m3/m3,density porosity
518,hflc,aps high resolution near/far corrected limestone porosity,cubic meter per cubic meter,density porosity
519,hflc,aps high resolution near/far corrected limestone porosity,pu,density porosity
520,hflc,aps high resolution near/far corrected limestone porosity,porosity unit,density porosity
521,pdd,density dolomite porosity,%,density porosity
522,pdd,density dolomite porosity,percent,density porosity
523,pdd,density dolomite porosity,ft3/ft3,density porosity
524,pdd,density dolomite porosity,cubic foot per cubic foot,density porosity
525,pdd,density dolomite porosity,m3/m3,density porosity
526,pdd,density dolomite porosity,cubic meter per cubic meter,density porosity
527,pdd,density dolomite porosity,pu,density porosity
528,pdd,density dolomite porosity,porosity unit,density porosity
529,pdl,density limestone porosity,%,density porosity
530,pdl,density limestone porosity,percent,density porosity
531,pdl,density limestone porosity,ft3/ft3,density porosity
532,pdl,density limestone porosity,cubic foot per cubic foot,density porosity
533,pdl,density limestone porosity,m3/m3,density porosity
534,pdl,density limestone porosity,cubic meter per cubic meter,density porosity
535,pdl,density limestone porosity,pu,density porosity
536,pdl,density limestone porosity,porosity unit,density porosity
537,cnc,ecs capture nickel-chromium relative yield,none,neutron porosity
538,fpsc,near/far corrected sandstone porosity,%,neutron porosity
539,fpsc,near/far corrected sandstone porosity,percent,neutron porosity
540,fpsc,near/far corrected sandstone porosity,ft3/ft3,neutron porosity
541,fpsc,near/far corrected sandstone porosity,cubic foot per cubic foot,neutron porosity
542,fpsc,near/far corrected sandstone porosity,m3/m3,neutron porosity
543,fpsc,near/far corrected sandstone porosity,cubic meter per cubic meter,neutron porosity
544,fpsc,near/far corrected sandstone porosity,pu,neutron porosity
545,fpsc,near/far corrected sandstone porosity,porosity unit,neutron porosity
546,hasc,aps high resolution near/array corrected sandstone porosity,%,neutron porosity
547,hasc,aps high resolution near/array corrected sandstone porosity,percent,neutron porosity
548,hasc,aps high resolution near/array corrected sandstone porosity,ft3/ft3,neutron porosity
549,hasc,aps high resolution near/array corrected sandstone porosity,cubic foot per cubic foot,neutron porosity
550,hasc,aps high resolution near/array corrected sandstone porosity,m3/m3,neutron porosity
551,hasc,aps high resolution near/array corrected sandstone porosity,cubic meter per cubic meter,neutron porosity
552,hasc,aps high resolution near/array corrected sandstone porosity,pu,neutron porosity
553,hasc,aps high resolution near/array corrected sandstone porosity,porosity unit,neutron porosity
554,hnpo,high resolution enhanced thermal neutron porosity in selected lithology,%,neutron porosity
555,hnpo,high resolution enhanced thermal neutron porosity in selected lithology,percent,neutron porosity
556,hnpo,high resolution enhanced thermal neutron porosity in selected lithology,ft3/ft3,neutron porosity
557,hnpo,high resolution enhanced thermal neutron porosity in selected lithology,cubic foot per cubic foot,neutron porosity
558,hnpo,high resolution enhanced thermal neutron porosity in selected lithology,m3/m3,neutron porosity
559,hnpo,high resolution enhanced thermal neutron porosity in selected lithology,cubic meter per cubic meter,neutron porosity
560,hnpo,high resolution enhanced thermal neutron porosity in selected lithology,pu,neutron porosity
561,hnpo,high resolution enhanced thermal neutron porosity in selected lithology,porosity unit,neutron porosity
562,hnpo_san,hires enhanced thermal neutron porosity (matrix sandstone),%,neutron porosity
563,hnpo_san,hires enhanced thermal neutron porosity (matrix sandstone),percent,neutron porosity
564,hnpo_san,hires enhanced thermal neutron porosity (matrix sandstone),ft3/ft3,neutron porosity
565,hnpo_san,hires enhanced thermal neutron porosity (matrix sandstone),cubic foot per cubic foot,neutron porosity
566,hnpo_san,hires enhanced thermal neutron porosity (matrix sandstone),m3/m3,neutron porosity
567,hnpo_san,hires enhanced thermal neutron porosity (matrix sandstone),cubic meter per cubic meter,neutron porosity
568,hnpo_san,hires enhanced thermal neutron porosity (matrix sandstone),pu,neutron porosity
569,hnpo_san,hires enhanced thermal neutron porosity (matrix sandstone),porosity unit,neutron porosity
570,htnp,high resolution thermal neutron porosity (ratio method) in selected lithology,%,neutron porosity
571,htnp,high resolution thermal neutron porosity (ratio method) in selected lithology,percent,neutron porosity
572,htnp,high resolution thermal neutron porosity (ratio method) in selected lithology,ft3/ft3,neutron porosity
573,htnp,high resolution thermal neutron porosity (ratio method) in selected lithology,cubic foot per cubic foot,neutron porosity
574,htnp,high resolution thermal neutron porosity (ratio method) in selected lithology,m3/m3,neutron porosity
575,htnp,high resolution thermal neutron porosity (ratio method) in selected lithology,cubic meter per cubic meter,neutron porosity
576,htnp,high resolution thermal neutron porosity (ratio method) in selected lithology,pu,neutron porosity
577,htnp,high resolution thermal neutron porosity (ratio method) in selected lithology,porosity unit,neutron porosity
578,htnp_san,hires thermal neutron porosity (matrix sandstone),%,neutron porosity
579,htnp_san,hires thermal neutron porosity (matrix sandstone),percent,neutron porosity
580,htnp_san,hires thermal neutron porosity (matrix sandstone),ft3/ft3,neutron porosity
581,htnp_san,hires thermal neutron porosity (matrix sandstone),cubic foot per cubic foot,neutron porosity
582,htnp_san,hires thermal neutron porosity (matrix sandstone),m3/m3,neutron porosity
583,htnp_san,hires thermal neutron porosity (matrix sandstone),cubic meter per cubic meter,neutron porosity
584,htnp_san,hires thermal neutron porosity (matrix sandstone),pu,neutron porosity
585,htnp_san,hires thermal neutron porosity (matrix sandstone),porosity unit,neutron porosity
586,ncnl,near detector count rate,1/s,neutron porosity
587,ncnl,near detector count rate,items per second,neutron porosity
588,nphi,thermal neutron porosity (original ratio method) in selected lithology,%,neutron porosity
589,nphi,thermal neutron porosity (original ratio method) in selected lithology,percent,neutron porosity
590,nphi,thermal neutron porosity (original ratio method) in selected lithology,ft3/ft3,neutron porosity
591,nphi,thermal neutron porosity (original ratio method) in selected lithology,cubic foot per cubic foot,neutron porosity
592,nphi,thermal neutron porosity (original ratio method) in selected lithology,m3/m3,neutron porosity
593,nphi,thermal neutron porosity (original ratio method) in selected lithology,cubic meter per cubic meter,neutron porosity
594,nphi,thermal neutron porosity (original ratio method) in selected lithology,pu,neutron porosity
595,nphi,thermal neutron porosity (original ratio method) in selected lithology,porosity unit,neutron porosity
596,nphi_san,thermal neutron porosity (ratio method) (matrix sandstone),%,neutron porosity
597,nphi_san,thermal neutron porosity (ratio method) (matrix sandstone),percent,neutron porosity
598,nphi_san,thermal neutron porosity (ratio method) (matrix sandstone),ft3/ft3,neutron porosity
599,nphi_san,thermal neutron porosity (ratio method) (matrix sandstone),cubic foot per cubic foot,neutron porosity
600,nphi_san,thermal neutron porosity (ratio method) (matrix sandstone),m3/m3,neutron porosity
601,nphi_san,thermal neutron porosity (ratio method) (matrix sandstone),cubic meter per cubic meter,neutron porosity
602,nphi_san,thermal neutron porosity (ratio method) (matrix sandstone),pu,neutron porosity
603,nphi_san,thermal neutron porosity (ratio method) (matrix sandstone),porosity unit,neutron porosity
604,npor,enhanced thermal neutron porosity in selected lithology,%,neutron porosity
605,npor,enhanced thermal neutron porosity in selected lithology,percent,neutron porosity
606,npor,enhanced thermal neutron porosity in selected lithology,ft3/ft3,neutron porosity
607,npor,enhanced thermal neutron porosity in selected lithology,cubic foot per cubic foot,neutron porosity
608,npor,enhanced thermal neutron porosity in selected lithology,m3/m3,neutron porosity
609,npor,enhanced thermal neutron porosity in selected lithology,cubic meter per cubic meter,neutron porosity
610,npor,enhanced thermal neutron porosity in selected lithology,pu,neutron porosity
611,npor,enhanced thermal neutron porosity in selected lithology,porosity unit,neutron porosity
612,npor_san,enhanced thermal neutron porosity (matrix sandstone),%,neutron porosity
613,npor_san,enhanced thermal neutron porosity (matrix sandstone),percent,neutron porosity
614,npor_san,enhanced thermal neutron porosity (matrix sandstone),ft3/ft3,neutron porosity
615,npor_san,enhanced thermal neutron porosity (matrix sandstone),cubic foot per cubic foot,neutron porosity
616,npor_san,enhanced thermal neutron porosity (matrix sandstone),m3/m3,neutron porosity
617,npor_san,enhanced thermal neutron porosity (matrix sandstone),cubic meter per cubic meter,neutron porosity
618,npor_san,enhanced thermal neutron porosity (matrix sandstone),pu,neutron porosity
619,npor_san,enhanced thermal neutron porosity (matrix sandstone),porosity unit,neutron porosity
620,pron,measure of prox minus sqrt(sigma**2+tau**2),ohm.m,neutron porosity
621,pron,measure of prox minus sqrt(sigma**2+tau**2),ohm-meter,neutron porosity
622,snp,sidewall neutron porosity,%,neutron porosity
623,snp,sidewall neutron porosity,percent,neutron porosity
624,snp,sidewall neutron porosity,ft3/ft3,neutron porosity
625,snp,sidewall neutron porosity,cubic foot per cubic foot,neutron porosity
626,snp,sidewall neutron porosity,m3/m3,neutron porosity
627,snp,sidewall neutron porosity,cubic meter per cubic meter,neutron porosity
628,snp,sidewall neutron porosity,pu,neutron porosity
629,snp,sidewall neutron porosity,porosity unit,neutron porosity
630,tnph,thermal neutron porosity (ratio method) in selected lithology,%,neutron porosity
631,tnph,thermal neutron porosity (ratio method) in selected lithology,percent,neutron porosity
632,tnph,thermal neutron porosity (ratio method) in selected lithology,ft3/ft3,neutron porosity
633,tnph,thermal neutron porosity (ratio method) in selected lithology,cubic foot per cubic foot,neutron porosity
634,tnph,thermal neutron porosity (ratio method) in selected lithology,m3/m3,neutron porosity
635,tnph,thermal neutron porosity (ratio method) in selected lithology,cubic meter per cubic meter,neutron porosity
636,tnph,thermal neutron porosity (ratio method) in selected lithology,pu,neutron porosity
637,tnph,thermal neutron porosity (ratio method) in selected lithology,porosity unit,neutron porosity
638,tnph_san,thermal neutron porosity (matrix sandstone),%,neutron porosity
639,tnph_san,thermal neutron porosity (matrix sandstone),percent,neutron porosity
640,tnph_san,thermal neutron porosity (matrix sandstone),ft3/ft3,neutron porosity
641,tnph_san,thermal neutron porosity (matrix sandstone),cubic foot per cubic foot,neutron porosity
642,tnph_san,thermal neutron porosity (matrix sandstone),m3/m3,neutron porosity
643,tnph_san,thermal neutron porosity (matrix sandstone),cubic meter per cubic meter,neutron porosity
644,tnph_san,thermal neutron porosity (matrix sandstone),pu,neutron porosity
645,tnph_san,thermal neutron porosity (matrix sandstone),porosity unit,neutron porosity
646,enph,epithermal neutron porosity,%,neutron porosity
647,enph,epithermal neutron porosity,percent,neutron porosity
648,enph,epithermal neutron porosity,ft3/ft3,neutron porosity
649,enph,epithermal neutron porosity,cubic foot per cubic foot,neutron porosity
650,enph,epithermal neutron porosity,m3/m3,neutron porosity
651,enph,epithermal neutron porosity,cubic meter per cubic meter,neutron porosity
652,enph,epithermal neutron porosity,pu,neutron porosity
653,enph,epithermal neutron porosity,porosity unit,neutron porosity
654,apdc,near/array corrected dolomite porosity,%,neutron porosity
655,apdc,near/array corrected dolomite porosity,percent,neutron porosity
656,apdc,near/array corrected dolomite porosity,ft3/ft3,neutron porosity
657,apdc,near/array corrected dolomite porosity,cubic foot per cubic foot,neutron porosity
658,apdc,near/array corrected dolomite porosity,m3/m3,neutron porosity
659,apdc,near/array corrected dolomite porosity,cubic meter per cubic meter,neutron porosity
660,apdc,near/array corrected dolomite porosity,pu,neutron porosity
661,apdc,near/array corrected dolomite porosity,porosity unit,neutron porosity
662,aplc,near/array corrected limestone porosity,%,neutron porosity
663,aplc,near/array corrected limestone porosity,percent,neutron porosity
664,aplc,near/array corrected limestone porosity,ft3/ft3,neutron porosity
665,aplc,near/array corrected limestone porosity,cubic foot per cubic foot,neutron porosity
666,aplc,near/array corrected limestone porosity,m3/m3,neutron porosity
667,aplc,near/array corrected limestone porosity,cubic meter per cubic meter,neutron porosity
668,aplc,near/array corrected limestone porosity,pu,neutron porosity
669,aplc,near/array corrected limestone porosity,porosity unit,neutron porosity
670,aplu,near/array uncorrected limestone porosity,%,neutron porosity
671,aplu,near/array uncorrected limestone porosity,percent,neutron porosity
672,aplu,near/array uncorrected limestone porosity,ft3/ft3,neutron porosity
673,aplu,near/array uncorrected limestone porosity,cubic foot per cubic foot,neutron porosity
674,aplu,near/array uncorrected limestone porosity,m3/m3,neutron porosity
675,aplu,near/array uncorrected limestone porosity,cubic meter per cubic meter,neutron porosity
676,aplu,near/array uncorrected limestone porosity,pu,neutron porosity
677,aplu,near/array uncorrected limestone porosity,porosity unit,neutron porosity
678,fplc,near/far corrected limestone porosity,%,neutron porosity
679,fplc,near/far corrected limestone porosity,percent,neutron porosity
680,fplc,near/far corrected limestone porosity,ft3/ft3,neutron porosity
681,fplc,near/far corrected limestone porosity,cubic foot per cubic foot,neutron porosity
682,fplc,near/far corrected limestone porosity,m3/m3,neutron porosity
683,fplc,near/far corrected limestone porosity,cubic meter per cubic meter,neutron porosity
684,fplc,near/far corrected limestone porosity,pu,neutron porosity
685,fplc,near/far corrected limestone porosity,porosity unit,neutron porosity
686,fpmc,near/far corrected dolomite porosity,%,neutron porosity
687,fpmc,near/far corrected dolomite porosity,percent,neutron porosity
688,fpmc,near/far corrected dolomite porosity,ft3/ft3,neutron porosity
689,fpmc,near/far corrected dolomite porosity,cubic foot per cubic foot,neutron porosity
690,fpmc,near/far corrected dolomite porosity,m3/m3,neutron porosity
691,fpmc,near/far corrected dolomite porosity,cubic meter per cubic meter,neutron porosity
692,fpmc,near/far corrected dolomite porosity,pu,neutron porosity
693,fpmc,near/far corrected dolomite porosity,porosity unit,neutron porosity
694,hadc,aps high resolution near/array corrected dolomite porosity,%,neutron porosity
695,hadc,aps high resolution near/array corrected dolomite porosity,percent,neutron porosity
696,hadc,aps high resolution near/array corrected dolomite porosity,ft3/ft3,neutron porosity
697,hadc,aps high resolution near/array corrected dolomite porosity,cubic foot per cubic foot,neutron porosity
698,hadc,aps high resolution near/array corrected dolomite porosity,m3/m3,neutron porosity
699,hadc,aps high resolution near/array corrected dolomite porosity,cubic meter per cubic meter,neutron porosity
700,hadc,aps high resolution near/array corrected dolomite porosity,pu,neutron porosity
701,hadc,aps high resolution near/array corrected dolomite porosity,porosity unit,neutron porosity
702,halc,aps high resolution near/array corrected limestone porosity,%,neutron porosity
703,halc,aps high resolution near/array corrected limestone porosity,percent,neutron porosity
704,halc,aps high resolution near/array corrected limestone porosity,ft3/ft3,neutron porosity
705,halc,aps high resolution near/array corrected limestone porosity,cubic foot per cubic foot,neutron porosity
706,halc,aps high resolution near/array corrected limestone porosity,m3/m3,neutron porosity
707,halc,aps high resolution near/array corrected limestone porosity,cubic meter per cubic meter,neutron porosity
708,halc,aps high resolution near/array corrected limestone porosity,pu,neutron porosity
709,halc,aps high resolution near/array corrected limestone porosity,porosity unit,neutron porosity
710,hnpo_dol,hires enhanced thermal neutron porosity (matrix dolomite),%,neutron porosity
711,hnpo_dol,hires enhanced thermal neutron porosity (matrix dolomite),percent,neutron porosity
712,hnpo_dol,hires enhanced thermal neutron porosity (matrix dolomite),ft3/ft3,neutron porosity
713,hnpo_dol,hires enhanced thermal neutron porosity (matrix dolomite),cubic foot per cubic foot,neutron porosity
714,hnpo_dol,hires enhanced thermal neutron porosity (matrix dolomite),m3/m3,neutron porosity
715,hnpo_dol,hires enhanced thermal neutron porosity (matrix dolomite),cubic meter per cubic meter,neutron porosity
716,hnpo_dol,hires enhanced thermal neutron porosity (matrix dolomite),pu,neutron porosity
717,hnpo_dol,hires enhanced thermal neutron porosity (matrix dolomite),porosity unit,neutron porosity
718,hnpo_lim,hires enhanced thermal neutron porosity (matrix limestone),%,neutron porosity
719,hnpo_lim,hires enhanced thermal neutron porosity (matrix limestone),percent,neutron porosity
720,hnpo_lim,hires enhanced thermal neutron porosity (matrix limestone),ft3/ft3,neutron porosity
721,hnpo_lim,hires enhanced thermal neutron porosity (matrix limestone),cubic foot per cubic foot,neutron porosity
722,hnpo_lim,hires enhanced thermal neutron porosity (matrix limestone),m3/m3,neutron porosity
723,hnpo_lim,hires enhanced thermal neutron porosity (matrix limestone),cubic meter per cubic meter,neutron porosity
724,hnpo_lim,hires enhanced thermal neutron porosity (matrix limestone),pu,neutron porosity
725,hnpo_lim,hires enhanced thermal neutron porosity (matrix limestone),porosity unit,neutron porosity
726,htnp_dol,hires thermal neutron porosity (matrix dolomite),%,neutron porosity
727,htnp_dol,hires thermal neutron porosity (matrix dolomite),percent,neutron porosity
728,htnp_dol,hires thermal neutron porosity (matrix dolomite),ft3/ft3,neutron porosity
729,htnp_dol,hires thermal neutron porosity (matrix dolomite),cubic foot per cubic foot,neutron porosity
730,htnp_dol,hires thermal neutron porosity (matrix dolomite),m3/m3,neutron porosity
731,htnp_dol,hires thermal neutron porosity (matrix dolomite),cubic meter per cubic meter,neutron porosity
732,htnp_dol,hires thermal neutron porosity (matrix dolomite),pu,neutron porosity
733,htnp_dol,hires thermal neutron porosity (matrix dolomite),porosity unit,neutron porosity
734,htnp_lim,hires thermal neutron porosity (matrix limestone),%,neutron porosity
735,htnp_lim,hires thermal neutron porosity (matrix limestone),percent,neutron porosity
736,htnp_lim,hires thermal neutron porosity (matrix limestone),ft3/ft3,neutron porosity
737,htnp_lim,hires thermal neutron porosity (matrix limestone),cubic foot per cubic foot,neutron porosity
738,htnp_lim,hires thermal neutron porosity (matrix limestone),m3/m3,neutron porosity
739,htnp_lim,hires thermal neutron porosity (matrix limestone),cubic meter per cubic meter,neutron porosity
740,htnp_lim,hires thermal neutron porosity (matrix limestone),pu,neutron porosity
741,htnp_lim,hires thermal neutron porosity (matrix limestone),porosity unit,neutron porosity
742,nphi_dol,thermal neutron porosity (ratio method) (matrix dolomite),%,neutron porosity
743,nphi_dol,thermal neutron porosity (ratio method) (matrix dolomite),percent,neutron porosity
744,nphi_dol,thermal neutron porosity (ratio method) (matrix dolomite),ft3/ft3,neutron porosity
745,nphi_dol,thermal neutron porosity (ratio method) (matrix dolomite),cubic foot per cubic foot,neutron porosity
746,nphi_dol,thermal neutron porosity (ratio method) (matrix dolomite),m3/m3,neutron porosity
747,nphi_dol,thermal neutron porosity (ratio method) (matrix dolomite),cubic meter per cubic meter,neutron porosity
748,nphi_dol,thermal neutron porosity (ratio method) (matrix dolomite),pu,neutron porosity
749,nphi_dol,thermal neutron porosity (ratio method) (matrix dolomite),porosity unit,neutron porosity
750,nphi_lim,thermal neutron porosity (ratio method) (matrix limestone),%,neutron porosity
751,nphi_lim,thermal neutron porosity (ratio method) (matrix limestone),percent,neutron porosity
752,nphi_lim,thermal neutron porosity (ratio method) (matrix limestone),ft3/ft3,neutron porosity
753,nphi_lim,thermal neutron porosity (ratio method) (matrix limestone),cubic foot per cubic foot,neutron porosity
754,nphi_lim,thermal neutron porosity (ratio method) (matrix limestone),m3/m3,neutron porosity
755,nphi_lim,thermal neutron porosity (ratio method) (matrix limestone),cubic meter per cubic meter,neutron porosity
756,nphi_lim,thermal neutron porosity (ratio method) (matrix limestone),pu,neutron porosity
757,nphi_lim,thermal neutron porosity (ratio method) (matrix limestone),porosity unit,neutron porosity
758,npor_dol,enhanced thermal neutron porosity (matrix dolomite),%,neutron porosity
759,npor_dol,enhanced thermal neutron porosity (matrix dolomite),percent,neutron porosity
760,npor_dol,enhanced thermal neutron porosity (matrix dolomite),ft3/ft3,neutron porosity
761,npor_dol,enhanced thermal neutron porosity (matrix dolomite),cubic foot per cubic foot,neutron porosity
762,npor_dol,enhanced thermal neutron porosity (matrix dolomite),m3/m3,neutron porosity
763,npor_dol,enhanced thermal neutron porosity (matrix dolomite),cubic meter per cubic meter,neutron porosity
764,npor_dol,enhanced thermal neutron porosity (matrix dolomite),pu,neutron porosity
765,npor_dol,enhanced thermal neutron porosity (matrix dolomite),porosity unit,neutron porosity
766,npor_lim,enhanced thermal neutron porosity (matrix limestone),%,neutron porosity
767,npor_lim,enhanced thermal neutron porosity (matrix limestone),percent,neutron porosity
768,npor_lim,enhanced thermal neutron porosity (matrix limestone),ft3/ft3,neutron porosity
769,npor_lim,enhanced thermal neutron porosity (matrix limestone),cubic foot per cubic foot,neutron porosity
770,npor_lim,enhanced thermal neutron porosity (matrix limestone),m3/m3,neutron porosity
771,npor_lim,enhanced thermal neutron porosity (matrix limestone),cubic meter per cubic meter,neutron porosity
772,npor_lim,enhanced thermal neutron porosity (matrix limestone),pu,neutron porosity
773,npor_lim,enhanced thermal neutron porosity (matrix limestone),porosity unit,neutron porosity
